sample_num,speciesS,initialAs,N_EMS_11,time_to_infectious,time_to_symptoms,time_to_hospitalization,time_to_critical,time_to_death,time_to_detection,time_to_detection_As,time_to_detection_Sym,time_to_detection_Sys,recovery_time_asymp,recovery_time_mild,recovery_time_hosp,recovery_time_crit,fraction_symptomatic,fraction_severe,fraction_critical,cfr,reduced_inf_of_det_cases,d_Sys,d_As,d_P,d_Sys_incr1,d_Sys_incr2,d_Sys_incr3,d_Sys_incr4,d_Sys_incr5,d_Sys_incr6,d_Sys_incr7,fraction_critical_incr1,fraction_critical_incr2,fraction_critical_incr3,ki_multiplier_3a_EMS_11,ki_multiplier_3b_EMS_11,ki_multiplier_3c_EMS_11,ki_multiplier_4_EMS_11,ki_multiplier_5_EMS_11,ki_multiplier_time_4_EMS_11,ki_multiplier_time_5_EMS_11,ki_multiplier_6_EMS_11,ki_multiplier_7_EMS_11,ki_multiplier_time_6_EMS_11,ki_multiplier_time_7_EMS_11,ki_multiplier_8_EMS_11,ki_multiplier_time_8_EMS_11,d_Sym_EMS_11,d_Sym_change1_EMS_11,d_Sym_change2_EMS_11,d_Sym_change3_EMS_11,d_Sym_change4_EMS_11,d_Sym_change5_EMS_11,reopening_multiplier_4_EMS_11,d_Sym_ct1_EMS_11,Ki_EMS_11,time_infection_import_EMS_11,trigger_EMS_11,d_Sym_ct1,change_testDelay_As_1,change_testDelay_Sym_1,reduced_inf_of_det_cases_ct1,trigger_delay_days,initialAs_EMS_11,speciesS_EMS_11,Ki,startdate,ki_multiplier_time_3a,ki_multiplier_time_3b,ki_multiplier_time_3c,socialDistance_rollback_time,gradual_reopening_time1,gradual_reopening_time2,gradual_reopening_time3,gradual_reopening_time4,today,detection_time_1,detection_time_2,detection_time_3,detection_time_4,detection_time_5,detection_time_6,detection_time_7,crit_time_1,crit_time_2,crit_time_3,d_Sym_change_time_1,d_Sym_change_time_2,d_Sym_change_time_3,d_Sym_change_time_4,d_Sym_change_time_5,contact_tracing_start_1,contact_tracing_stop1,change_testDelay_time1,cfr_time_1,cfr_time_2,fraction_dead,fraction_hospitalized,scen_num,capacity_multiplier
191,12830632,10,2716921,4.225345429,2.97541022,5.138719895,5.393056621,5.321198111,2,1.278481319,7,2,9.701710695,9,4.684301651,9.310845506,0.536631359,0.092015402,0.256929543,0.026621145,0.171697376,0.008724942,0,0,0.051406399,0.094385003,0.250820537,0.443788904,0.529849148,0.603892162,0.873421741,0.137471637,0.079097199,0.076706811,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004634546,0.021765632,0.097040523,0.158888202,0.151248795,0.213361273,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.289311834,0.453758623,192,0
192,12830632,10,2716921,4.202824904,2.897932951,4.202533325,4.715515826,4.08210932,2,2.936251322,7,2,8.603434521,9,4.772577125,9.1435599,0.506322508,0.067846416,0.268510605,0.022088234,0.220962892,0.013663178,0,0,0.066901982,0.180343853,0.252372674,0.42184099,0.4588413,0.796738477,0.882295034,0.134685784,0.071592381,0.07141856,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00145287,0.032315295,0.071810764,0.107475989,0.268625726,0.275631744,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.325562275,0.405927119,193,0
193,12830632,10,2716921,3.460486373,2.90270463,3.230394615,5.884084501,5.741562303,2,2.832784804,7,2,9.991428022,9,4.183750162,8.979604949,0.545889823,0.064130232,0.212522397,0.010232442,0.218169281,0.009200852,0,0,0.035399747,0.173307253,0.30539406,0.384727541,0.527932406,0.653579094,0.910787676,0.185798339,0.08693501,0.059779737,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005462758,0.063212212,0.077123943,0.198887308,0.118839285,0.195242393,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.159557229,0.627920374,194,0
194,12830632,10,2716921,3.809491373,2.8761571,3.897382664,4.795565072,4.728587776,2,1.67380839,7,2,8.253969063,9,5.543006718,9.390403681,0.664265434,0.068584498,0.308459847,0.026784079,0.225197729,0.000695349,0,0,0.033710008,0.181902117,0.239307471,0.389889309,0.457506549,0.636280776,0.844212053,0.197314272,0.094631945,0.069622767,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001555792,0.057263882,0.095713563,0.17896081,0.114152089,0.160622059,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.390526716,0.301013437,195,0
195,12830632,10,2716921,3.840889599,3.327106187,5.798732229,5.049058672,4.470089777,2,2.222515227,7,2,8.850737607,9,5.943535394,8.441723837,0.574880051,0.096129723,0.215881686,0.012064687,0.152506349,7.86e-05,0,0,0.040934914,0.145351703,0.292188626,0.416037041,0.525027964,0.755673945,0.956075974,0.171650883,0.105872774,0.062129291,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004641264,0.011177926,0.068113273,0.188151441,0.129117398,0.218582379,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.125504229,0.658614085,196,0
196,12830632,10,2716921,3.794429784,2.836231467,5.2925944,4.978085721,4.785384035,2,1.745397493,7,2,9.720331424,9,4.378938544,8.982227483,0.542019814,0.085393581,0.260361302,0.029798687,0.059139695,0.002827678,0,0,0.07038717,0.096758953,0.197232622,0.434793209,0.480458702,0.600079631,0.858106239,0.161638729,0.075687373,0.085068166,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005271253,0.033374903,0.098173686,0.113786988,0.211750985,0.317988675,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.348956995,0.390681704,197,0
197,12830632,10,2716921,4.388271171,3.112742589,4.794996298,4.187408667,5.233186243,2,5.101792046,7,2,9.78372722,9,5.432053562,9.728404353,0.56774398,0.062458972,0.223730212,0.025693918,0.092650584,0.009623869,0,0,0.073025663,0.120488028,0.314257658,0.408556146,0.489562584,0.653065878,0.800176667,0.209557106,0.092192893,0.062881397,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000701403,0.066458217,0.061165355,0.184614412,0.168382779,0.310344932,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.411372727,0.364897061,198,0
198,12830632,10,2716921,4.252469396,2.420934427,4.129633482,5.870984908,5.033562229,2,3.267412129,7,2,8.920221893,9,5.432166344,8.134849525,0.635709031,0.09194194,0.250460368,0.01364775,0.003916012,0.013517913,0,0,0.072751989,0.158356865,0.284805369,0.364529583,0.565091692,0.653296653,0.823285998,0.176286925,0.08614647,0.056491608,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008008709,0.023199293,0.097365286,0.127591344,0.257322081,0.129030431,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.148438784,0.601100848,199,0
199,12830632,10,2716921,3.726376832,3.308681117,3.226562385,4.427683459,5.297267597,2,1.171363355,7,2,9.611152569,9,5.046609747,9.75016603,0.534278853,0.087059184,0.310765274,0.027493358,0.251878603,0.00930595,0,0,0.083337496,0.110741617,0.327546028,0.350419751,0.535227893,0.655325015,0.980372979,0.172319838,0.079240183,0.086473635,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005204491,0.052813251,0.058461862,0.197380105,0.278860908,0.353072977,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.315800783,0.373433943,200,0
200,12830632,10,2716921,4.48317406,2.802065954,5.02587734,4.068728294,5.911026711,2,3.396441392,7,2,8.918825286,9,4.233275474,8.276903919,0.57717722,0.094501866,0.331814163,0.027497214,0.102474044,0.003165054,0,0,0.033316982,0.173023628,0.304838189,0.349577569,0.545509394,0.713836661,0.994798368,0.188702025,0.087752049,0.074275842,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006628186,0.017084301,0.073827808,0.171325515,0.14383933,0.155540023,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.290970064,0.377215773,201,0
201,12830632,10,2716921,4.199224266,2.959075847,5.001943068,5.807337195,5.032856102,2,2.955725303,7,2,9.200974599,9,4.943452688,9.35036822,0.635254993,0.091063604,0.2523493,0.012808149,0.132141396,0.014814429,0,0,0.044886834,0.125818223,0.28424542,0.419700622,0.494428985,0.638497907,0.907413946,0.223964734,0.11962301,0.087941123,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004266116,0.016626004,0.081866875,0.181907728,0.13678407,0.393872605,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.140650586,0.607000114,202,0
202,12830632,10,2716921,4.409591254,2.518362768,5.828552406,5.945507357,4.672336469,2,1.482312325,7,2,8.579585003,9,4.818388951,8.069570271,0.607728594,0.061233649,0.243691576,0.01185231,0.012974207,0.006352654,0,0,0.070344914,0.187242795,0.267168121,0.386130114,0.47070828,0.643288627,0.968845893,0.174535842,0.103229317,0.076697157,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005662786,0.021495476,0.084715488,0.132061173,0.131814167,0.340444425,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.193558764,0.562749659,203,0
203,12830632,10,2716921,3.702278506,2.836030748,4.028065016,5.096311174,4.639476489,2,5.624374238,7,2,7.249399313,9,5.364248694,8.108526839,0.571012736,0.075400108,0.213294906,0.028762851,0.191214957,0.012219993,0,0,0.089115258,0.097161112,0.227792319,0.350551151,0.583777057,0.704192933,0.938627824,0.152947018,0.073837685,0.064991931,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009057188,0.036049044,0.09409983,0.110411014,0.224353932,0.242989293,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.381469626,0.405235468,204,0
204,12830632,10,2716921,4.16959131,3.023675096,3.442267364,4.797938656,5.570549208,2,4.496525703,7,2,8.922760837,9,5.134376764,9.749133012,0.665765211,0.07592277,0.266896786,0.028540885,0.285490687,0.009575884,0,0,0.050228876,0.14833771,0.255918632,0.365722905,0.503786798,0.666686498,0.83761265,0.19883161,0.073966946,0.064852338,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001007105,0.061012296,0.086530511,0.179160788,0.199786261,0.104274251,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.375919967,0.357183247,205,0
205,12830632,10,2716921,4.437272147,2.936799497,4.8538522,4.723670045,5.052522207,2,2.377115165,7,2,8.667662784,9,4.562149949,8.502777811,0.582827784,0.084935969,0.292871846,0.017267474,0.034770548,0.00243969,0,0,0.041944082,0.106991973,0.315057064,0.396408822,0.500277747,0.642702648,0.83127164,0.14580117,0.073479433,0.057572016,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001962064,0.047447212,0.087696798,0.17340236,0.112832331,0.17097289,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.203299901,0.503828253,206,0
206,12830632,10,2716921,4.042091861,2.883253328,3.42080059,5.410035186,5.659588237,2,4.952321126,7,2,9.224313277,9,5.281007075,8.358769388,0.556972766,0.086552667,0.224809995,0.029127889,0.250315589,0.003715248,0,0,0.078738619,0.117935345,0.236837388,0.383996882,0.472647257,0.759233295,0.829035338,0.163473626,0.107219632,0.055266267,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003234361,0.021512174,0.069428201,0.146249562,0.204815509,0.246243152,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.336533694,0.438656311,207,0
207,12830632,10,2716921,3.496942098,2.55408639,5.519554933,4.273146558,5.289814134,2,1.425047582,7,2,7.386619872,9,4.162840064,8.274043648,0.667213008,0.078856975,0.267368279,0.029840443,0.216413665,0.004037421,0,0,0.079535942,0.164673752,0.289221059,0.443246151,0.559799243,0.69076522,0.991806237,0.164334546,0.095627516,0.058846532,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009265787,0.074570224,0.067626903,0.190603002,0.230360269,0.226127042,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.378412221,0.3542195,208,0
208,12830632,10,2716921,3.865773433,3.278562252,5.810139316,4.37376561,5.402603229,2,5.698293041,7,2,7.151764095,9,5.567405449,8.982628714,0.642205991,0.072603885,0.329767071,0.021211318,0.104634662,0.003220195,0,0,0.06890839,0.097259701,0.259922659,0.442821847,0.497060078,0.736777821,0.872739894,0.228395973,0.07627103,0.05495236,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001417145,0.050664866,0.08007933,0.154271857,0.283846493,0.265980224,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.292151275,0.378081654,209,0
209,12830632,10,2716921,3.507640006,3.405271192,4.458404696,4.285191614,4.502205455,2,4.597878719,7,2,9.696036476,9,4.317099588,9.657175168,0.69478366,0.067843936,0.335651939,0.024893852,0.04833307,0.002479105,0,0,0.029168163,0.149045001,0.193285608,0.375996016,0.51898286,0.716172486,0.933939994,0.155524513,0.100104399,0.070852014,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00558327,0.076365448,0.074801643,0.128876128,0.210335838,0.316894448,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.366928175,0.297419886,210,0
210,12830632,10,2716921,3.498451766,2.963706999,3.493528382,5.453408896,4.5437911,2,1.352953692,7,2,8.270539611,9,4.367977699,8.831897336,0.698488791,0.091664614,0.32350267,0.011629836,0.263083161,0.009411728,0,0,0.074589285,0.137770003,0.238930013,0.442097075,0.456310774,0.775433207,0.988649899,0.214941323,0.085201163,0.083959221,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008028385,0.025174968,0.08205559,0.168900791,0.148190342,0.14834932,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.126873784,0.549623546,211,0
211,12830632,10,2716921,4.15136064,2.766459381,4.644238228,5.205435337,5.572208743,2,5.813298159,7,2,9.488824039,9,4.954653159,8.513852499,0.539220031,0.079061748,0.312333535,0.016725717,0.11209614,0.011096314,0,0,0.070585221,0.094566114,0.248985788,0.44194896,0.517478807,0.711037156,0.829686944,0.146944165,0.105083961,0.054091392,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004796847,0.059022892,0.098802516,0.113901796,0.156381152,0.387628084,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.211552581,0.476113885,212,0
212,12830632,10,2716921,3.441232953,2.816116599,5.985105997,5.594395014,4.461668476,2,2.896564329,7,2,8.117664673,9,5.962950517,9.044789784,0.590654275,0.062441769,0.307570761,0.029124608,0.038585772,0.008191292,0,0,0.074894579,0.133718991,0.220548784,0.393031164,0.459994112,0.689264003,0.967377608,0.161945069,0.094707474,0.066450137,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003174624,0.062653539,0.072161128,0.130606141,0.171092805,0.229933718,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.466428291,0.226000949,213,0
213,12830632,10,2716921,4.464025507,2.841695677,5.59840566,4.066282509,4.794032703,2,5.759511236,7,2,7.236007721,9,5.071546317,8.277729469,0.524389587,0.073033259,0.292097983,0.024669341,0.178594292,0.001111402,0,0,0.057397054,0.160163804,0.25464009,0.361978043,0.475428779,0.625727699,0.919450534,0.18397509,0.102844316,0.084916449,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005594367,0.077597648,0.052728034,0.15321994,0.105392714,0.145358425,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.337782281,0.370119736,214,0
214,12830632,10,2716921,4.177314674,2.940965968,5.588312123,5.050279473,4.577881144,2,2.362497507,7,2,7.914270303,9,4.019657209,8.416687087,0.510516594,0.092708485,0.32091413,0.016511361,0.055978502,0.0057557,0,0,0.03336943,0.189325108,0.212783607,0.429504166,0.473587418,0.600488108,0.863798216,0.141487698,0.119834825,0.069067125,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007803974,0.014596956,0.086252894,0.105022069,0.161007291,0.28016352,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.178099785,0.500986085,215,0
215,12830632,10,2716921,4.404937286,3.494187618,3.313003741,5.726248224,4.839143341,2,5.355546658,7,2,7.542655784,9,5.359924425,9.399232613,0.691454455,0.082381157,0.24441436,0.013924338,0.277473717,0.008327538,0,0,0.070626747,0.160940271,0.321347581,0.416125156,0.52318677,0.695114947,0.897397461,0.197944001,0.070522739,0.07397438,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002629041,0.061944119,0.079968838,0.179259956,0.166682474,0.197396293,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.169023333,0.586562307,216,0
216,12830632,10,2716921,4.027806528,3.117308152,3.261510888,5.683670234,5.583096778,2,2.200746677,7,2,7.867654876,9,5.554229649,9.270469767,0.640110413,0.065257361,0.203770145,0.029159935,0.229856166,0.013478017,0,0,0.053732429,0.124161839,0.289755585,0.417461248,0.466830884,0.739595294,0.892610715,0.15692946,0.106721159,0.055004365,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002051809,0.077012078,0.099486889,0.155914294,0.270519549,0.348109013,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.446845149,0.349384706,217,0
217,12830632,10,2716921,4.206390204,2.728783713,3.639802042,5.573618259,4.709941283,2,4.313087882,7,2,8.263645879,9,5.516427239,9.872735855,0.611105437,0.070372619,0.255449531,0.019245287,0.027674195,0.001751633,0,0,0.057593685,0.095813624,0.279851327,0.42546023,0.524457779,0.701443659,0.80829452,0.156359043,0.080111955,0.06635045,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004228842,0.04242324,0.061044954,0.102905705,0.29547481,0.367060391,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.273476914,0.471073555,218,0
218,12830632,10,2716921,3.50269396,3.467509618,5.735564028,5.241730999,5.512045085,2,1.465052912,7,2,8.679628045,9,4.770303978,9.72619955,0.583034642,0.069313112,0.304335627,0.020733094,0.005656818,0.004385684,0,0,0.08607056,0.133493492,0.211952309,0.446747916,0.597073662,0.788771427,0.870409614,0.136054662,0.100482424,0.072728174,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003463156,0.02766851,0.079824107,0.183629392,0.259129023,0.254474483,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.299122247,0.396542126,219,0
219,12830632,10,2716921,4.428544089,3.449592455,3.267305074,5.229649301,4.696283233,2,2.716590676,7,2,7.586136008,9,4.660674937,8.72426851,0.572365914,0.091120669,0.33790809,0.018355222,0.161076314,0.00036019,0,0,0.053957594,0.108471094,0.204264075,0.344851547,0.593534004,0.783253917,0.858949955,0.148211317,0.119583238,0.050720563,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008887428,0.014914769,0.057934464,0.112925617,0.21969824,0.222623978,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.201438623,0.460653287,220,0
220,12830632,10,2716921,3.77049385,2.42207527,5.369053379,5.875129487,4.894311812,2,3.200332211,7,2,8.327405455,9,5.432556914,9.081016369,0.696366923,0.068870773,0.299533993,0.012224491,0.046016034,0.000371513,0,0,0.031040848,0.090482657,0.326287488,0.351749882,0.559268376,0.640077645,0.904327309,0.137163768,0.086021078,0.079281394,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006364048,0.029746151,0.070459495,0.177895002,0.294846328,0.309714627,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.177498966,0.522967041,221,0
221,12830632,10,2716921,3.651053745,2.421187438,3.23573861,4.713636035,4.736349498,2,3.755311323,7,2,8.478670375,9,4.896762607,9.908578887,0.667983859,0.088555991,0.310993624,0.011161916,0.077626555,0.01004812,0,0,0.060533187,0.149298312,0.289367373,0.335883752,0.515282286,0.726444826,0.939514398,0.13764949,0.093830508,0.054832954,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000435203,0.055165737,0.089942361,0.103718482,0.26101904,0.319260131,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.126043605,0.562962771,222,0
222,12830632,10,2716921,3.736213043,2.63816827,4.142194885,5.797001507,5.83938599,2,3.728530812,7,2,7.685075862,9,4.481022308,8.410197712,0.626517334,0.090779331,0.284686706,0.016935091,0.196779817,0.011203512,0,0,0.067182951,0.118619615,0.321478701,0.397246606,0.475376472,0.619835345,0.820144053,0.215766288,0.090991403,0.07008519,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006056073,0.042514339,0.088021693,0.117601298,0.20206597,0.126899795,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.186552275,0.528761019,223,0
223,12830632,10,2716921,4.405898779,2.403152107,4.914084674,4.509614247,4.405917745,2,1.734802244,7,2,9.985091086,9,5.989467591,9.646627375,0.546807615,0.073798864,0.349043756,0.028334012,0.145197173,0.01162517,0,0,0.081990641,0.165345883,0.26360111,0.420292431,0.520764199,0.711682672,0.918325579,0.226663033,0.109530111,0.089018608,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009658929,0.059639122,0.07213377,0.12829825,0.152092505,0.131121833,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.383935606,0.267020638,224,0
224,12830632,10,2716921,4.000279199,2.832293924,5.870258747,4.857520678,5.036263668,2,3.92715173,7,2,8.227489101,9,4.340744797,9.797804969,0.523491814,0.081359546,0.234163862,0.029730743,0.212262462,0.010721197,0,0,0.045634432,0.14838461,0.321955684,0.342935233,0.455640005,0.786075377,0.975208894,0.143243403,0.098341197,0.076157289,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005247512,0.052772788,0.095135056,0.171996416,0.118667176,0.30939499,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.365424154,0.400411984,225,0
